Text,Label
"Blunkett row should end - Blair
 
 Prime Minister Tony Blair said it was time to draw a line under the controversy surrounding David Blunkett.
 
 The Tories and the Lib Dems have called for a second inquiry into the fast-tracking of a visa application for Mr Blunkett's ex-lover's nanny. Sir Alan Budd found a ""chain of events"" linked Mr Blunkett to Leoncia Casalme's indefinite leave to remain application. At the end of his Middle East trip, Mr Blair said he still admired Mr Blunkett and thought his integrity was intact.
 
 On Tuesday Sir Alan said the application for leave to remain in the UK made by Kimberly Quinn's nanny was processed in 52 days, 120 days faster than the average. But he could not find evidence to show whether Mr Blunkett's intervention was intended to give special help for his then lover's nanny - or if he was raising the case as an example of poor departmental performance. In his first comments since Sir Alan's announcement, Mr Blair told BBC News he had not yet read the report in detail. But told BBC News: ""As far as I'm concerned, we have drawn a line under that.""
 
 Asked if Mr Blunkett could return to frontline politics at some point, he replied: ""I have made my admiration for David very clear and it remains. ""He's been a tremendous colleague, he's done a great job for us, first as home secretary then as education secretary. The future is something we will have to approach in the future."" The prime minister shrugged off claims from Conservative leader Michael Howard that he led a ""grubby government"". He said Mr Blunkett's integrity remained intact: ""He was the person first of all who asked for this inquiry to be set up. He accepted that what he originally thought had happened had not happened, he said. ""But I think Sir Alan Budd also accepted there wasn't some conspiracy or cover-up and I just think a line should be drawn under now and we should move on.""
 
 Earlier, Mr Howard said: ""There does need to be another inquiry, a judge-led inquiry. There were so many questions that weren't answered."" There was ""deceit at the heart of government"" which was not limited to the visa affair, he argued. Lib Dem home affairs spokesman Mark Oaten also said there was ""a strong case for a judge-led judicial review"".
 
 He said: ""Next time it happens it may not be about a nanny and their visa. It may be about something even more important than that."" Mr Blunkett quit as home secretary last week after being told in advance of Sir Alan's findings. In a statement, the ex-home secretary said he accepted the inquiry's findings. He said he had told the truth throughout and had raised the nanny case as an example of unacceptable backlogs in the system.
",0
"Jones files lawsuit against Conte
 
 Marion Jones has filed a lawsuit for defamation against Balco boss Victor Conte following his allegations that he gave her performance-enhancing drugs.
 
 The Sydney Olympic gold medallist says Conte damaged her reputation and she is seeking $25m (Â£13m) in the suit. Conte, whose company is at the centre of a doping investigation, made the claims in a US television programme. He and three others were indicted in February by a federal grand jury for a variety of alleged offences. In an email to the Associated Press on Wednesday, Conte said: ""I stand by everything I said"". Jones won three gold medals and two bronzes in Sydney in 2000. Her lawsuit, filed in the US District Court in San Francisco, said the sprinter had passed a lie detector test and that she ""has never taken banned performance-enhancing drugs"". Conte's statements, the suit added, were ""false and malicious"". After the ABC television program earlier this month, Jones' lawyer Richard Nicholls said: ""Marion has steadfastly maintained her position throughout: she has never, ever used performance-enhancing drugs. ""Victor Conte is a man facing a 42-count federal indictment, while Marion Jones is one of America's most decorated female athletes. Mr Conte's statements have been wildly contradictory. ""Mr Conte chose to make unsubstantiated allegations on television, while Marion Jones demanded to take and then passed a lie detector examination.
 
 ""Mr Conte is simply not credible. We challenge him to submit to the same lie detector procedure that Marion Jones passed."" The sport's ruling body, the IAAF, is taking a cautious approach to Conte's allegations but contacted the US Anti-Doping Agency. Communications director Nick Davies said the IAAF would seek to contact Conte ""for further information"". But Davies stressed it would be up to the American authorities to decide whether they will take action against Jones in light of Conte's television interview and the world governing body would monitor the situation closely. ""If it is felt there is case to answer, it would be for its national governing body (USA Track and Field) to take the appropriate disciplinary action,"" he added. ""The US Anti-Doping Agency has proved itself to be very diligent in its anti-doping war. ""And I am sure, like ourselves, they will be watching the television programme with great interest."" Jones, who is under investigation for steroid use by the US Anti-Doping Agency, has continually denied ever taking illegal substances since being investigated in the Balco scandal, although she praised a zinc supplement Conte marketed. Jones, who did not win any medals in Athens in August, has never failed a drugs test. Meanwhile, Conte, who has been charged along with three other men of distributing illegal steroids and money laundering, is due to face trial in March.
",1
"Greer attacks 'bully' Big Brother
 
 Germaine Greer has criticised Celebrity Big Brother's ""bullying"" of housemates after quitting the reality TV show.
 
 She said ""superior"" bullying tactics, like making housemates cold and hungry, could encourage playground bullying. She also condemned the ""complete irresponsibility"" of adding Brigitte Nielsen's former mother-in-law Jackie Stallone to the house on Monday. Nielsen had panicked that if she reacted badly it could harm her access to her children, Greer said. The feminist writer and broadcaster said Big Brother had behaved ""like a child rather than a parent"" by taunting contestant John McCririck after denying him a cola drink. ""I thought it was actually demonstrating the role of taunting in the playground and there are so many children whose lives have actually been destroyed by taunting in the playground,"" Greer said. She also said that her fellow housemates had publicity-seeking ""agendas"".
 
 ""I had no idea who would be in here and it's wrong for me to present myself in the same context as they are."" Media observers had been surprised by Greer's initial decision to join the third celebrity version of the Channel 4 reality TV show, given that she has written critical articles about the format in the past. As she packed her suitcase to leave the house she told fellow housemates: ""I'm leaving over specific issues, but best for everyone if I don't discuss them. ""I have a problem with decisions, I make them fast and when I make them, I stick to them."" Greer had earlier failed to persuade other contestants to stage a naked protest against Big Brother.
 
 Other celebrities to walk out of a reality show TV include Sex Pistol John Lydon, former EastEnders actress Danniella Westbrook and ex-E17 singer Brian Harvey who all left I'm A Celebrity... Get Me Out Of Here. Previous Big Brother housemates to leave before their time were Sunita Sharma and Sandy Cumming from the third series of the non-celebrity version of the show.
 
 VOTE   Was Germaine Greer right to leave Celebrity Big Brother?   Yes  No   Results are indicative and may not reflect public opinion
 
 Happy Mondays dancer Bez is now 2-1 favourite to win the show, followed by Blazin' Squad singer Kenzie at 5-2 and actor Jeremy Edwards at 4-1. Ladbrokes spokesman Warren Lush said that the series was still ""wide open"", adding that the last 24 hours had also seen a rush of bets on McCririck slashing his odds to 8-1. DJ Lisa I'Anson is the outsider with odds of 40-1, while Jackie Stallone, who joined the house on Monday, is also one of the less popular housemates at 20-1. The first eviction of the series has now been postponed after Greer's exit unexpectedly reduced the number of competitors. The eight remaining contestants are competing for a Â£50,000 prize, to be donated to the charity of their choice, if they survive a series of public votes. For every 50p vote cast by viewers by telephone or text during the programme's run, 9p will go to a tsunami charity appeal.
",3
"Schools to take part in mock poll
 
 Record numbers of schools across the UK are to take part in a mock general election backed by the government.
 
 Some 600 schools have already signed up for the Y Vote Mock Elections 2005 run by the Hansard Society and aimed at boosting interest in politics. Pupils in the schools taking part will learn the skills of speech writers, canvassers and political candidates. Schools Minister Stephen Twigg said engaging young people's interest was ""essential"" to the future of democracy.
 
 He added: said ""Young people who are engaged and motivated by the political process are essential to the future health of our democracy. ""The mock elections initiative provides an opportunity for pupils to develop their own understanding of how the democratic process works and why it matters. ""By experiencing the election process first hand - from running a campaign to the declaration of the final result - we hope that young people will develop the enthusiasm to take part in the future."" The Hansard Society, the Electoral Commission and the Department for Education and Skills are running the programme. Pupils will stand as party candidates, speech writers and canvassers. Michael Raftery, project manager at the Hansard Society, said: ""The Y Vote Mock Elections for schools mirror the excitement and buzz of a real election, raising awareness of citizenship, and the benefits of active democracy."" The mock votes will take place around 5 May, widely expected to be the date of the general election. Information packs, including ballot papers and manifesto guides, with elections happening in early May were sent out to the 3,000 schools invited to take part.
",0
"A November to remember
 
 Last Saturday, one newspaper proclaimed that England were still the number one side in the world.
 
 That statement was made to look a little foolish by events later that afternoon at Twickenham. But it illustrated the wonderful unpredictability of Test rugby at the highest level, at the end of a richly entertaining autumn series. The final weekend threw the world pecking order into renewed confusion, with Australia's triumph in London followed by France's capitulation to New Zealand. ""Clearly, there is no number one side in the world at the moment,"" declared Wallabies coach Eddie Jones on arrival back in Sydney. ""There are four, five or probably six sides all competing at the same level and on any given day the difference between one side and another is only about 1%.""
 
 While that bodes well for rugby as a whole, it also sharpens the sense of excitement ahead of what could be the most open Six Nations Championship for a decade. While the Wallabies, All Blacks and Springboks hit the beach before turning their attention to Super 12 matters in the new year, Europe's finest have less than 10 weeks before they return to the international fray. And for the first time in more than a decade, it will not simply be a straightforward choice between England and France for the Six Nations title.
 
 That owes much to Ireland's continued progress and the belief that Wales are on the verge of delivering a major scalp to cement the promise of their autumn displays.
 
 , who secured a first Triple Crown in 19 years last season, could go one better and win their first Five/Six Nations title since 1985. They start with away games against Italy and Scotland, before England and France come to Lansdowne Road.
 
 Their momentous victory over the Springboks can only bolster Ireland's self-belief, while Ronan O'Gara's late drop goal to deliver victory over Argentina was further proof that Eddie O'Sullivan's side can now close out tight games. Not that England or France, who have won nine of the last 10 Six Nations titles between them, will lay down quietly.
 
 dismantling of the Springboks suggested that even after the loss of such influential figures as Martin Johnson and Lawrence Dallaglio, they still have the personnel to prosper.
 
 The narrow defeat to Australia was a timely reminder that not everything is blooming in the red rose garden, but the fresh shoots of post-World Cup recovery have been sown by new head coach Andy Robinson. A fresh desire to regain former heights is evident, and if England emerge triumphant from an opening Six Nations engagement in Cardiff, a fourth title in six years is within reach.
 
 are in familiar revival territory, but this time it appears there is substance behind the rediscovered style.
 
 While South Africa's over-confidence in Cardiff made for a closer scoreline than expected, Wales could legitimately claim to have had victory within their grasp against the All Blacks in one of the best Tests in recent memory. If Mike Ruddock can coax a reliable set-piece platform from his pack, there is no reason why victories should not ensue come February. The last fortnight has left
 
 in a state of bewilderment after an autumn series that began with a superb victory over Australia. A stunning defeat to Argentina, their first loss since the World Cup, could have been attributed to trademark French inconsistency.
 
 But the manner of New Zealand's 45-6 demolition job in Paris has coach Bernard Laporte bemoaning a lack of young talent coming through to replace the old guard. Fortunately for the French, the opening match of the Six Nations sees them entertaining
 
 in Paris. After two reasonable performances against Australia, the Scots' humbling by the Springboks forced coach Matt Williams to reassess his belief that a win over one of the major nations was imminent. While individuals such as Chris Cusiter and Ali Hogg enhanced their reputations, a lack of top-class players will continue to undermine their best efforts.
 
 , who start with home games against Ireland and Wales before travelling to Scotland, are also hopeful of registering more than one victory for the first time in the Championship. As autumn gives way to winter and the Heineken Cup prepares to resume centre stage meantime, the joy of Six will keep the home fires burning until February.
",1
"Prutton poised for lengthy FA ban
 
 Southampton's David Prutton faces a possible seven-match ban when he goes before the Football Association.
 
 The 23-year-old has admitted two charges of improper conduct following his dismissal against Arsenal. The first charge relates to his failure to leave the field promptly, pushing referee Alan Wiley and remonstrating with assistant referee Paul Norman. And the second charge is for using threatening words and/or behaviour to a match official during the 1-1 draw.
 
 Paolo di Canio was given a seven-match suspension when he pushed referee Paul Alcock over in a Premiership game between Sheffield Wednesday and Arsenal in 1998. Prutton will be joined at Wednesday's hearing by Saints boss Harry Redknapp, who believes that the FA will throw the book at his player. Redknapp himself sprinted along the touchline to help physio Jim Joyce and coach Denis Rofe shepherd the enraged Prutton away from referee's assistant Norman. ""David has made a big mistake and he knows it. I can't condone what he's done. He was out of order but he knows that,"" said Redknapp. ""He's a decent lad. He over-reacted badly for some reason - he had a rush of blood from somewhere. Off the pitch you couldn't meet a nicer lad."" Prutton has apologised publicly for his actions and to Arsenal's Robert Pires, who was injured in a wild tackle by the Saints' midfield man.
 
 He said: ""It's an horrendous situation. I apologise to the ref and linesman, who were only doing their job. ""I've also seen what happened to Pires' leg and I'm sorry for that as well."" ""I apologise for the people who saw it. I know you get lots of kids going to the match now and they don't pay money to see that sort of thing. ""It's not a cop-out, but it was all a bit of a blur. Sometimes you react and it's beyond your control, "" added Prutton.
",1
"Bombardier chief to leave company
 
 Shares in train and plane-making giant Bombardier have fallen to a 10-year low following the departure of its chief executive and two members of the board.
 
 Paul Tellier, who was also Bombardier's president, left the company amid an ongoing restructuring. Laurent Beaudoin, part of the family that controls the Montreal-based firm, will take on the role of CEO under a newly created management structure. Analysts said the resignations seem to have stemmed from a boardroom dispute. Under Mr Tellier's tenure at the company, which began in January 2003, plans to cut the worldwide workforce of 75,000 by almost a third by 2006 were announced. The firm's snowmobile division and defence services unit were also sold and Bombardier started the development of a new aircraft seating 110 to 135 passengers.
 
 Mr Tellier had indicated he wanted to stay at the world's top train maker and third largest manufacturer of civil aircraft until the restructuring was complete. But Bombardier has been faced with a declining share price and profits. Earlier this month the firm said it earned $10m (Â£19.2m) in the third quarter, down from a profit of $133m a year ago. ""I understand the board's concern that I would not be there for the long-term and the need to develop and execute strategies, and the need to reshape the management structure at this time,"" Mr Tellier said in a statement on Monday. Bombardier said restructuring plans drawn up by Mr Tellier's would continue to be implemented. Shares in Bombardier lost 65 Canadian cents or 25% on the news to 1.90 Canadian dollars before rallying to 2.20 Canadian dollars.
",4
"Lomu relishing return to action
 
 Former All Black star Jonah Lomu says he cannot wait to run out on the pitch for former England rugby union captain Martin Johnson's testimonial on 4 June.
 
 The 29-year-old had a kidney transplant in July 2004 but will play his first full match for three years, leading a southern hemisphere side at Twickenham. ""I actually started training three weeks after my operation but I was very limited until a few months ago. ""Now it's basically bring it on!"" said the giant winger. ""The match on 4 June will be my first 15-man game but I have a training schedule which is quite testing and combines with sevens and a whole lot of things,"" said Lomu. ""I have got so much energy since my operation that I train three times a day, six days a week.
 
 ""Mohammed Ali has always been my ideal. Coming back to rugby, people said 'you are dreaming' but it always starts off with a dream. ""It's up to you whether you want to make it a reality."" Opinion has been divided on whether Lomu should attempt to return to the game after such a major operation. But when Lomu was asked whether he was taking a risk he replied: ""As much as someone going down the road being hit by a bus. ""There are a lot of people in the world with one kidney who just don't know it. ""I have talked this over, had a chat with the donor and this is to set my soul at peace and finish something I started in 1994 [when he made his All Blacks debut]."" At his lowest ebb Lomu was so ill he could barely walk, but he says he is now getting stronger every day and his long-term target is to play for New Zealand again. ""The only person who saw me at my worst was my wife,"" he added. ""I used to take two steps and fall over but now I can run and it is all coming back, and a lot more quickly than I ever thought it would. ""To play for the All Blacks would be the highest honour I could get. That is the long-term goal and you have to start somewhere.""
",1
"'No UK apology' for colonial past
 
 The days of Britain having to apologise for its colonial past are over, Gordon Brown has said.
 
 The chancellor, speaking during a week-long tour of Africa, said it was time to talk about enduring British values of liberty and tolerance. Mr Brown has signed a debt relief deal with Tanzania which could cost the UK Â£1 billion. South African president Thabo Mbeki has attacked British imperialists, saying they treated Africans like savages. Mr Brown said that missionairies had come to Africa because of their sense of duty. He added that the history of internationalism and enterprise had given Britain a greater global reach than any other country. BBC political correspondent Mark Mardell said Britishness had long been a theme of the chancellor's but ""never before has he been so outspoken in defending Britain's past history"".
 
 The UK has pledged to pay 10% of the developing world's foreign debt bill in an attempt to fight poverty. On top of the relief deal with Tanzania Mr Brown said the UK would make similar offers to 70 poorer nations around the world. Under the plan - which could cost the UK Â£1bn - countries must spend the cash saved on health, education and welfare. ""We make this offer unilaterally but we are now asking other countries to join us,"" the chancellor said. Mr Brown, on a week-long tour of Africa, spent two days in Tanzania before heading on Friday evening to Mozambique, a country where more than half of the 17-million population lives below the poverty line.
 
 There he is expected to strike a similar debt relief pact. The chancellor said he hoped other G8 and European countries would follow suit. The UK has already cancelled its bilateral debts - money the UK alone is owed - with the world's poorest nations including Tanzania. Former international development secretary Clare Short questioned the effectiveness of debt relief as a means of tackling poverty.
",0
"Hantuchova in Dubai last eight
 
 Daniela Hantuchova moved into the quarter-finals of the Dubai Open, after beating Elene Likhotseva of Russia 7-5 6-4, and now faces Serena Williams.
 
 Australian Open champion Williams survived an early scare to beat Russia's Elena Bovina 1-6 6-1 6-4. World number one Lindsay Davenport and Anastasia Myskina also progressed. Davenport defeated China's Jie Zheng 6-2 7-5, while French Open champion Myskina sailed through after her opponent Marion Bartoli retired hurt. American Davenport will now face fellow former Wimbledon champion, Conchita Martinez of Spain, who ousted seventh-seeded Nathalie Dechy of France 6-1 6-2. Myskina will face eighth-seed Patty Schnyder from Switzerland, who defeated China's Li Na 6-3 7-6 (10-8). The other quarter final pits wild card Sania Mirza of India against Jelena Jankovic of Serbia and Montenegro, who both won on Tuesday.
 
 Before her meeting with Martinez, Davenport believes there is some room for improvement in her game. ""I started well and finished well, but played some so-so games in the middle,"" she said. Williams was also far from content. ""I don't know what I was doing there,"" she said. ""It was really windy and I hadn't played in the wind. All my shots were going out of here."" But Hantuchova is in upbeat mood ahead of her clash with the younger Williams sister, who was handed a first-round bye. ""I feel I have an advantage (over Serena) because I have already played two matches on these courts,"" she said. ""It is a difficult court to play on. Very fast and sometimes you feel you have no control over the ball.""
",1
"Blair dismisses quit claim report
 
 Tony Blair has dismissed reports he told Gordon Brown he would quit before the next general election.
 
 ""You don't do deals over jobs like this,"" the prime minister told BBC One's Breakfast with Frost programme. According to a new book, Brown's Britain, Mr Blair went back on a pledge to make way for Mr Brown after Cabinet allies intervened in June 2004. Mr Blair said the claims were ""reheated from six months ago"" and that he was concentrating on running the country. Mr Blair said: ""I've dealt with this six months ago. I said then you don't do deals over jobs like this - you don't.
 
 ""What both of us are actually concentrating on are the issues that concern the country."" The book, by Sunday Telegraph journalist Robert Peston and serialised in the newspaper, said the pair had ""mutual animosity and contempt"" for each other.
 
 It claims Tony Blair felt by November 2003 he had lost voters' trust because of the Iraq war and that he was no longer an asset to the Labour Party. And that at a dinner hosted by Deputy Prime Minister John Prescott he told Mr Brown of his intention to stand down. According to Mr Peston the prime minister said: ""Help me to get through the year and I will then stand down."" But he then changed his mind in June 2004, following intervention from allies in the Cabinet and the suspicion that the chancellor was deliberately manoeuvring against him, according to the book.
 
 Mr Peston told BBC News: ""My understanding is that they are not nearly as close or as friendly as they once were. ""What the book says is there is now a pretty profound mutual mistrust, mutual animosity. ""I think in public you see this double-act pretending everything is alright, but in private I don't think the relationship is good because Brown, understandably, feels deeply betrayed - particularly over this issue of the leadership."" But, in a wide-ranging BBC interview covering issues such as the Asian tsunami disaster, the Middle East peace process and Northern Ireland, Mr Blair said: ""When you get to the top in politics you get this huge swell around you. ""All sorts of people make all sorts of claims and counter-claims."" He admitted to a ""sense of frustration"" about the allegations which he said had been made ""countless times"".
 
 There has been fresh speculation of a rift recently, following their separate responses to the Asian tsunami. These rumours were fuelled by Mr Blair's decision to hold his monthly media conference at the same time as a long-planned speech by Mr Brown on UK plans to tackle global poverty with a new ""Marshall Plan"" for Africa. There was speculation the pair were trying to outdo each other's response to the disaster. But the prime minister said he had discussed these claims with the chancellor and dismissed them as a ""load of nonsense"". Former welfare minister Frank Field MP said the prime minister should sack Mr Brown, but did not believe Mr Blair was strong enough to do so.
 
 Tory leader Michael Howard accused the prime minister and Mr Brown of ""squabbling like schoolboys"". He told Sky News' Sunday with Adam Boulton: ""This is the politics of the playground and Britain really does deserve better."" The Liberal Democrat parliamentary chairman Matthew Taylor said the personal ambition of Mr Blair and Mr Brown was ""getting in the way of good government"". ""Either they need to grow up and put their squabbles to one side or they cannot expect the electorate to support a divided government at the next election."" During the interview Mr Blair also said the former home secretary David Blunkett would play a ""big role"" at the general election.
",0
